Format: Draw Number,Draw Date (yyyymmdd),Winning Number 1,2,3,4,5,6,Supplementary 1,2,Division 1,2,3,4,5,6
1063,19910928,27,29,3,13,35,5,11,33
1065,19911005,27,6,4,38,1,7,8,5
1067,19911012,38,24,32,8,13,28,3,34
1069,19911019,8,28,34,15,40,39,37,42
1071,19911026,41,36,37,5,40,43,35,23
1073,19911102,11,40,12,17,31,9,23,13
1075,19911109,45,10,34,15,37,3,35,7
1077,19911116,31,5,33,29,36,27,35,13
1079,19911123,15,41,18,39,42,43,3,31
1081,19911130,38,39,14,41,23,22,20,40
1083,19911207,15,2,30,6,25,29,14,8
1085,19911214,34,15,13,42,26,44,27,4
1087,19911221,6,31,30,24,36,33,18,26
1089,19911228,40,38,6,31,14,12,4,35
1091,19920104,24,1,8,16,17,35,38,3
1093,19920111,38,18,41,29,44,9,30,7
1095,19920118,40,38,43,23,36,30,21,9
1097,19920125,44,41,33,5,13,28,6,21
1099,19920201,34,43,30,4,11,23,18,36
1101,19920208,36,32,11,26,45,31,29,13
1103,19920215,10,18,6,40,28,14,25,23
1105,19920222,3,43,27,11,37,9,14,45
1107,19920229,28,24,37,17,9,35,5,44
1109,19920307,20,1,25,23,18,29,43,16
1111,19920314,29,24,38,33,19,13,40,12
1113,19920321,36,33,31,34,19,4,44,30
1115,19920328,40,44,3,17,12,13,28,42
1117,19920404,38,19,8,32,30,3,12,28
1119,19920411,41,30,43,19,16,7,39,36
1121,19920418,12,11,44,38,25,43,22,8
1123,19920425,19,43,11,42,15,18,20,26
1125,19920502,16,3,32,15,43,19,1,20
1127,19920509,14,37,11,19,18,13,12,8
1129,19920516,39,25,18,1,37,43,5,26
1131,19920523,19,30,1,11,41,33,31,27
1133,19920530,38,27,24,42,1,7,36,15
1135,19920606,25,22,43,31,36,1,33,7
1137,19920613,1,30,35,21,45,27,7,44
1139,19920620,2,19,45,18,32,6,38,11
1141,19920627,38,16,36,9,11,39,4,40
1143,19920704,5,4,13,6,44,22,29,28
1145,19920711,8,5,33,1,19,17,27,7
1147,19920718,38,7,16,33,43,14,2,1
1149,19920725,19,23,30,43,2,14,29,18
1151,19920801,36,20,34,13,30,4,14,21
1153,19920808,21,10,8,3,31,11,43,41
1155,19920815,33,38,25,43,28,21,11,45
1157,19920822,13,24,39,11,23,35,45,5
1159,19920829,12,15,1,19,34,9,37,45
1161,19920905,42,29,1,7,6,3,11,33
1163,19920912,34,27,14,40,23,15,11,1
1165,19920919,18,27,44,41,13,45,39,29
1167,19920926,33,27,19,12,8,38,25,23
1169,19921003,25,11,33,8,42,10,7,22
1171,19921010,34,33,7,14,32,28,13,4
1173,19921017,6,12,23,42,38,41,40,22
1175,19921024,28,33,29,12,20,21,35,37
1177,19921031,45,8,24,37,22,3,40,12
1179,19921107,29,35,22,7,8,11,42,41
1181,19921114,13,28,41,35,1,7,15,6
1183,19921121,11,13,34,28,29,7,43,44
1185,19921128,29,43,25,28,27,5,31,37
1187,19921205,11,17,19,36,23,4,1,22
1189,19921212,1,4,43,28,13,14,30,8
